subject,day,session_name,session_label,trial_index_session,moving_accuracy,moving_rt
s01,2026-05-28,all_consonants,S4 All consonants,1,1.0,1.0419776999624446
s01,2026-05-28,all_consonants,S4 All consonants,2,1.0,1.286596899968572
s01,2026-05-28,all_consonants,S4 All consonants,3,1.0,1.5993089666590095
s01,2026-05-28,all_consonants,S4 All consonants,4,1.0,1.9208878499921411
s01,2026-05-28,all_consonants,S4 All consonants,5,1.0,1.831619879999198
s01,2026-05-28,all_consonants,S4 All consonants,6,1.0,1.7803530666666727
s01,2026-05-28,all_consonants,S4 All consonants,7,1.0,1.7038971142943151
s01,2026-05-28,all_consonants,S4 All consonants,8,1.0,1.62600381251832
s01,2026-05-28,all_consonants,S4 All consonants,9,1.0,1.6087674222395032
s01,2026-05-28,all_consonants,S4 All consonants,10,1.0,1.5655692200060003
s01,2026-05-28,all_consonants,S4 All consonants,11,1.0,1.5553044600063004
s01,2026-05-28,all_consonants,S4 All consonants,12,1.0,1.4992297600023448
s01,2026-05-28,all_consonants,S4 All consonants,13,1.0,1.4185377599904314
s01,2026-05-28,all_consonants,S4 All consonants,14,1.0,1.2989632599870675
s01,2026-05-28,all_consonants,S4 All consonants,15,1.0,1.2823400699766352
s01,2026-05-28,all_consonants,S4 All consonants,16,1.0,1.2863993399776519
s01,2026-05-28,all_consonants,S4 All consonants,17,1.0,1.3524010999710299
s01,2026-05-28,all_consonants,S4 All consonants,18,1.0,1.4130862499587238
s01,2026-05-28,all_consonants,S4 All consonants,19,1.0,1.4080454199574888
s01,2026-05-28,all_consonants,S4 All consonants,20,1.0,1.4291883199592121
s01,2026-05-28,all_consonants,S4 All consonants,21,1.0,1.545483079960104
s01,2026-05-28,all_consonants,S4 All consonants,22,1.0,1.570541599963326
s01,2026-05-28,all_consonants,S4 All consonants,23,1.0,1.6578723599785008
s01,2026-05-28,all_consonants,S4 All consonants,24,1.0,1.5825892299879343
s01,2026-05-28,all_consonants,S4 All consonants,25,1.0,1.5520629800041206
s01,2026-05-28,all_consonants,S4 All consonants,26,1.0,1.5312228200025857
s01,2026-05-28,all_consonants,S4 All consonants,27,1.0,1.497334090003278
s01,2026-05-28,all_consonants,S4 All consonants,28,1.0,1.4756745200022123
s01,2026-05-28,all_consonants,S4 All consonants,29,1.0,1.4953814500011504
s01,2026-05-28,all_consonants,S4 All consonants,30,1.0,1.4543950600083917
s01,2026-05-28,all_consonants,S4 All consonants,31,1.0,1.3923788100131786
s01,2026-05-28,all_consonants,S4 All consonants,32,1.0,1.398947980022058
s01,2026-05-28,all_consonants,S4 All consonants,33,1.0,1.3000446600141005
s01,2026-05-28,all_consonants,S4 All consonants,34,1.0,1.340346360008698
s01,2026-05-28,all_consonants,S4 All consonants,35,1.0,1.345416279998608
s01,2026-05-28,all_consonants,S4 All consonants,36,1.0,1.312872569996398
s01,2026-05-28,all_consonants,S4 All consonants,37,1.0,1.2969689200050198
s01,2026-05-28,all_consonants,S4 All consonants,38,1.0,1.22876561001176
s01,2026-05-28,all_vowels,S8 All vowels,1,1.0,2.150130199966952
s01,2026-05-28,all_vowels,S8 All vowels,2,1.0,2.0671260999515653
s01,2026-05-28,all_vowels,S8 All vowels,3,1.0,1.8193253999731194
s01,2026-05-28,all_vowels,S8 All vowels,4,1.0,1.6429841999779455
s01,2026-05-28,all_vowels,S8 All vowels,5,1.0,1.9389011199818924
s01,2026-05-28,all_vowels,S8 All vowels,6,1.0,1.95142376665414
s01,2026-05-28,all_vowels,S8 All vowels,7,1.0,1.93449377142159
s01,2026-05-28,all_vowels,S8 All vowels,8,1.0,1.8962207625008887
s01,2026-05-28,all_vowels,S8 All vowels,9,1.0,1.9693451111023832
s01,2026-05-28,all_vowels,S8 All vowels,10,1.0,1.9047571999952198
s01,2026-05-28,all_vowels,S8 All vowels,11,1.0,1.8129763699951582
s01,2026-05-28,all_vowels,S8 All vowels,12,1.0,1.8128634400083683
s01,2026-05-28,all_vowels,S8 All vowels,13,1.0,1.9071976800099946
s01,2026-05-28,all_vowels,S8 All vowels,14,1.0,1.9580944900168107
s01,2026-05-28,all_vowels,S8 All vowels,15,1.0,1.8592420700122603
s01,2026-05-28,all_vowels,S8 All vowels,16,1.0,1.871271750004962
s01,2026-05-28,all_vowels,S8 All vowels,17,1.0,1.9013986199977808
s01,2026-05-28,all_vowels,S8 All vowels,18,1.0,1.9159565099980682
s01,2026-05-28,all_vowels,S8 All vowels,19,1.0,1.8259428700082936
s01,2026-05-28,all_vowels,S8 All vowels,20,1.0,1.847062359994743
s01,2026-05-28,all_vowels,S8 All vowels,21,1.0,1.9221519600017927
s01,2026-05-28,all_vowels,S8 All vowels,22,1.0,1.9403113499982283
s01,2026-05-28,all_vowels,S8 All vowels,23,1.0,1.905952319991775
s01,2026-05-28,all_vowels,S8 All vowels,24,1.0,1.939211399992928
s01,2026-05-28,all_vowels,S8 All vowels,25,1.0,1.8913668200024403
s01,2026-05-28,all_vowels,S8 All vowels,26,1.0,1.8073220600024797
s01,2026-05-28,all_vowels,S8 All vowels,27,1.0,1.7981960200006142
s01,2026-05-28,all_vowels,S8 All vowels,28,1.0,1.7351436199853196
s01,2026-05-28,all_vowels,S8 All vowels,29,1.0,1.7440340399742127
s01,2026-05-28,all_vowels,S8 All vowels,30,1.0,1.734779399994295
s01,2026-05-28,all_vowels,S8 All vowels,31,0.9,1.6480406899820081
s01,2026-05-28,all_vowels,S8 All vowels,32,0.9,1.607005039975047
s01,2026-05-28,all_vowels,S8 All vowels,33,0.9,1.5943605499807745
s01,2026-05-28,all_vowels,S8 All vowels,34,0.9,1.7430536299711092
s01,2026-05-28,all_vowels,S8 All vowels,35,0.9,1.8356955299736
s01,2026-05-28,all_vowels,S8 All vowels,36,0.9,1.8450281099765562
s01,2026-05-28,all_vowels,S8 All vowels,37,0.9,1.7743961899890563
s01,2026-05-28,all_vowels,S8 All vowels,38,0.9,1.8119058300042525
s01,2026-05-28,all_vowels,S8 All vowels,39,0.9,1.8487229300197214
s01,2026-05-28,all_vowels,S8 All vowels,40,0.9,1.8673357300111093
s01,2026-05-28,all_vowels,S8 All vowels,41,1.0,1.909158680017572
s01,2026-05-28,all_vowels,S8 All vowels,42,1.0,1.8796380300307647
s01,2026-05-28,all_vowels,S8 All vowels,43,1.0,1.832627170032356
s01,2026-05-28,all_vowels,S8 All vowels,44,1.0,1.601523950032424
s01,2026-05-28,all_vowels,S8 All vowels,45,1.0,1.4949690900277346
s01,2026-05-28,all_vowels,S8 All vowels,46,1.0,1.4814223300316371
s01,2026-05-28,all_vowels,S8 All vowels,47,1.0,1.5380064300261438
s01,2026-05-28,all_vowels,S8 All vowels,48,1.0,1.570093870011624
s01,2026-05-28,all_vowels,S8 All vowels,49,1.0,1.5221810600021854
s01,2026-05-28,all_vowels,S8 All vowels,50,1.0,1.5339958900003694
s01,2026-05-28,all_vowels,S8 All vowels,51,1.0,1.6428714799927548
s01,2026-05-28,all_vowels,S8 All vowels,52,1.0,1.6266081299749202
s01,2026-05-28,all_vowels,S8 All vowels,53,1.0,1.6803777499706485
s01,2026-05-28,all_vowels,S8 All vowels,54,1.0,1.8560517399688252
s01,2026-05-28,all_vowels,S8 All vowels,55,1.0,1.8694841599673964
s01,2026-05-28,all_vowels,S8 All vowels,56,1.0,1.8694834399735556
s01,2026-05-28,all_vowels,S8 All vowels,57,1.0,1.8768412199686282
s01,2026-05-28,all_vowels,S8 All vowels,58,1.0,1.8799454299733043
s01,2026-05-28,all_vowels,S8 All vowels,59,1.0,1.91742000997765
s01,2026-05-28,all_vowels,S8 All vowels,60,1.0,1.9170985999749974
s01,2026-05-28,all_vowels,S8 All vowels,61,1.0,1.7858980799792334
s01,2026-05-28,all_vowels,S8 All vowels,62,1.0,1.8433477799873799
s01,2026-05-28,all_vowels,S8 All vowels,63,1.0,1.7790632499963976
s01,2026-05-28,all_vowels,S8 All vowels,64,1.0,1.6386840399936773
s01,2026-05-28,all_vowels,S8 All vowels,65,1.0,1.6336786799947731
s01,2026-05-28,all_vowels,S8 All vowels,66,1.0,1.6355107299867087
s01,2026-05-28,all_vowels,S8 All vowels,67,1.0,1.5491936299949887
s01,2026-05-28,all_vowels,S8 All vowels,68,1.0,1.5188483899924905
s01,2026-05-28,all_vowels,S8 All vowels,69,1.0,1.475396059988998
s01,2026-05-28,basic_consonants,S1 Basic consonants,1,1.0,1.3837559999665243
s01,2026-05-28,basic_consonants,S1 Basic consonants,2,1.0,1.0684476000024006
s01,2026-05-28,basic_consonants,S1 Basic consonants,3,1.0,0.9535454666862885
s01,2026-05-28,basic_consonants,S1 Basic consonants,4,1.0,0.918716400017729
s01,2026-05-28,basic_consonants,S1 Basic consonants,5,1.0,0.9472722399979829
s01,2026-05-28,basic_consonants,S1 Basic consonants,6,1.0,0.9098779500151674
s01,2026-05-28,basic_consonants,S1 Basic consonants,7,1.0,0.8962854000107784
s01,2026-05-28,basic_consonants,S1 Basic consonants,8,1.0,0.8895609250030247
s01,2026-05-28,basic_consonants,S1 Basic consonants,9,1.0,0.8731145333343496
s01,2026-05-28,basic_consonants,S1 Basic consonants,10,1.0,0.8672170800040476
s01,2026-05-28,basic_consonants,S1 Basic consonants,11,1.0,0.801244510000106
s01,2026-05-28,basic_consonants,S1 Basic consonants,12,1.0,0.8163207900011912
s01,2026-05-28,basic_consonants,S1 Basic consonants,13,1.0,0.8823260899982415
s01,2026-05-28,basic_consonants,S1 Basic consonants,14,1.0,0.888313139998354
s01,2026-05-28,basic_vowels,S5 Basic vowels,1,1.0,1.7601483000908047
s01,2026-05-28,basic_vowels,S5 Basic vowels,2,1.0,1.5843847000505775
s01,2026-05-28,basic_vowels,S5 Basic vowels,3,1.0,1.4378528667148203
s01,2026-05-28,basic_vowels,S5 Basic vowels,4,1.0,1.350276550045237
s01,2026-05-28,basic_vowels,S5 Basic vowels,5,1.0,1.3268609400372953
s01,2026-05-28,basic_vowels,S5 Basic vowels,6,1.0,1.2762071167041238
s01,2026-05-28,basic_vowels,S5 Basic vowels,7,1.0,1.2280429428875712
s01,2026-05-28,basic_vowels,S5 Basic vowels,8,1.0,1.2116122000297764
s01,2026-05-28,basic_vowels,S5 Basic vowels,9,1.0,1.1805760222487152
s01,2026-05-28,basic_vowels,S5 Basic vowels,10,1.0,1.1618643800262363
s01,2026-05-28,basic_vowels,S5 Basic vowels,11,1.0,1.0812909000203945
s01,2026-05-28,basic_vowels,S5 Basic vowels,12,1.0,1.0592957700253465
s01,2026-05-28,complex_vowels,S7 Complex vowels,1,1.0,3.40169790002983
s01,2026-05-28,complex_vowels,S7 Complex vowels,2,1.0,4.1065009500598535
s01,2026-05-28,complex_vowels,S7 Complex vowels,3,1.0,4.423587400039348
s01,2026-05-28,complex_vowels,S7 Complex vowels,4,1.0,3.9253645750286523
s01,2026-05-28,complex_vowels,S7 Complex vowels,5,1.0,3.6656488400418312
s01,2026-05-28,complex_vowels,S7 Complex vowels,6,1.0,3.6814447166980244
s01,2026-05-28,complex_vowels,S7 Complex vowels,7,1.0,3.468961957176881
s01,2026-05-28,complex_vowels,S7 Complex vowels,8,1.0,3.3287391875201138
s01,2026-05-28,complex_vowels,S7 Complex vowels,9,1.0,3.181521166685141
s01,2026-05-28,complex_vowels,S7 Complex vowels,10,1.0,3.233616090018768
s01,2026-05-28,complex_vowels,S7 Complex vowels,11,1.0,3.1879883500165307
s01,2026-05-28,complex_vowels,S7 Complex vowels,12,1.0,2.921677780000027
s01,2026-05-28,complex_vowels,S7 Complex vowels,13,1.0,2.645244400005322
s01,2026-05-28,complex_vowels,S7 Complex vowels,14,1.0,2.604176500008907
s01,2026-05-28,complex_vowels,S7 Complex vowels,15,1.0,2.716762929991819
s01,2026-05-28,complex_vowels,S7 Complex vowels,16,1.0,2.5118762099999
s01,2026-05-28,double_consonants,S3 Double consonants,1,1.0,1.7130038000177592
s01,2026-05-28,double_consonants,S3 Double consonants,2,1.0,1.4281480500358157
s01,2026-05-28,double_consonants,S3 Double consonants,3,1.0,1.6033403667000432
s01,2026-05-28,double_consonants,S3 Double consonants,4,1.0,1.4208551750343759
s01,2026-05-28,double_consonants,S3 Double consonants,5,1.0,1.5874930000398308
s01,2026-05-28,double_consonants,S3 Double consonants,6,1.0,1.4988946333760396
s01,2026-05-28,double_consonants,S3 Double consonants,7,1.0,1.4057429143161113
s01,2026-05-28,double_consonants,S3 Double consonants,8,1.0,1.4105143375345506
s01,2026-05-28,double_consonants,S3 Double consonants,9,1.0,1.3576279666869797
s01,2026-05-28,double_consonants,S3 Double consonants,10,1.0,1.3571907100151293
s01,2026-05-28,double_vowels,S6 Double vowels,1,1.0,1.6404276000102982
s01,2026-05-28,double_vowels,S6 Double vowels,2,1.0,1.497671149962116
s01,2026-05-28,double_vowels,S6 Double vowels,3,1.0,1.3798076333090041
s01,2026-05-28,double_vowels,S6 Double vowels,4,1.0,1.3880940999661107
s01,2026-05-28,double_vowels,S6 Double vowels,5,1.0,1.5084920399589463
s01,2026-05-28,double_vowels,S6 Double vowels,6,1.0,1.491632566632082
s01,2026-05-28,double_vowels,S6 Double vowels,7,1.0,1.4603413713962905
s01,2026-05-28,double_vowels,S6 Double vowels,8,1.0,1.44510007496865
s01,2026-05-28,double_vowels,S6 Double vowels,9,1.0,1.4321533555242543
s01,2026-05-28,double_vowels,S6 Double vowels,10,1.0,1.4390913099632598
s01,2026-05-28,long_consonants,S2 Long consonants,1,1.0,2.1026975999120623
s01,2026-05-28,long_consonants,S2 Long consonants,2,1.0,1.847529599966947
s01,2026-05-28,long_consonants,S2 Long consonants,3,1.0,1.7224568999760475
s01,2026-05-28,long_consonants,S2 Long consonants,4,1.0,1.6299697749782354
s01,2026-05-28,long_consonants,S2 Long consonants,5,1.0,1.6289711199933663
s01,2026-05-28,long_consonants,S2 Long consonants,6,1.0,1.693286483331273
s01,2026-05-28,long_consonants,S2 Long consonants,7,1.0,1.7734322000095355
s01,2026-05-28,long_consonants,S2 Long consonants,8,1.0,1.7209263125114376
s01,2026-05-28,long_consonants,S2 Long consonants,9,1.0,1.687019500014786
s01,2026-05-28,long_consonants,S2 Long consonants,10,1.0,1.6356779200141318
s01,2026-05-28,long_consonants,S2 Long consonants,11,1.0,1.6716839200118556
s01,2026-05-28,long_consonants,S2 Long consonants,12,1.0,1.6329132900107652
s01,2026-05-28,long_consonants,S2 Long consonants,13,1.0,1.5850576600059867
s01,2026-05-28,long_consonants,S2 Long consonants,14,1.0,1.5642571100150235
s01,2026-05-28,syllable_top50,S9 Syllable Top 50,1,1.0,4.036764199961908
s01,2026-05-28,syllable_top50,S9 Syllable Top 50,2,1.0,3.4763910999754444
s01,2026-05-28,syllable_top50,S9 Syllable Top 50,3,1.0,3.8354360999849937
s01,2026-05-28,syllable_top50,S9 Syllable Top 50,4,1.0,3.484907749982085
s01,2026-05-28,syllable_top50,S9 Syllable Top 50,5,1.0,3.395019599981606
s01,2026-05-28,syllable_top50,S9 Syllable Top 50,6,1.0,3.4649112666375004
s01,2026-05-28,syllable_top50,S9 Syllable Top 50,7,1.0,3.3399099714089453
s01,2026-05-28,syllable_top50,S9 Syllable Top 50,8,1.0,3.2382886374834925
s01,2026-05-28,syllable_top50,S9 Syllable Top 50,9,1.0,3.0840843666551843
s01,2026-05-28,syllable_top50,S9 Syllable Top 50,10,1.0,3.227023909986019
s01,2026-05-28,syllable_top50,S9 Syllable Top 50,11,1.0,3.0731349299894646
s01,2026-05-28,syllable_top50,S9 Syllable Top 50,12,1.0,3.103161599999294
s01,2026-05-28,syllable_top50,S9 Syllable Top 50,13,1.0,2.974712610000279
s01,2026-05-28,syllable_top50,S9 Syllable Top 50,14,1.0,3.1582526099984536
s01,2026-05-28,syllable_top50,S9 Syllable Top 50,15,1.0,3.3890205200063064
s01,2026-05-28,syllable_top50,S9 Syllable Top 50,16,1.0,3.250458850013092
s01,2026-05-28,syllable_top50,S9 Syllable Top 50,17,1.0,3.222076800011564
s01,2026-05-28,syllable_top50,S9 Syllable Top 50,18,1.0,3.6848638500086963
s01,2026-05-28,syllable_top50,S9 Syllable Top 50,19,1.0,3.7057223599986173
s01,2026-05-28,syllable_top50,S9 Syllable Top 50,20,1.0,3.534230610006489
s01,2026-05-28,syllable_top50,S9 Syllable Top 50,21,1.0,3.5840630399994553
s01,2026-05-28,syllable_top50,S9 Syllable Top 50,22,1.0,3.424269659991842
s01,2026-05-28,syllable_top50,S9 Syllable Top 50,23,1.0,3.342833769985009
s01,2026-05-28,syllable_top50,S9 Syllable Top 50,24,1.0,3.2531206799903885
s01,2026-05-28,syllable_top50,S9 Syllable Top 50,25,1.0,2.9591523899813184
s01,2026-05-28,syllable_top50,S9 Syllable Top 50,26,1.0,3.058796139981132
s01,2026-05-28,syllable_top50,S9 Syllable Top 50,27,1.0,3.0197238499764354
s01,2026-05-28,syllable_top50,S9 Syllable Top 50,28,0.9,2.567018119979184
s01,2026-05-28,syllable_top50,S9 Syllable Top 50,29,0.9,2.50195800998481
s01,2026-05-28,syllable_top50,S9 Syllable Top 50,30,0.9,2.44212231998099
s01,2026-05-28,syllable_top50,S9 Syllable Top 50,31,0.9,2.3457029799930753
s01,2026-05-28,syllable_top50,S9 Syllable Top 50,32,0.9,2.3669271599850616
s01,2026-05-28,syllable_top50,S9 Syllable Top 50,33,0.9,2.315954599995166
s01,2026-05-28,syllable_top50,S9 Syllable Top 50,34,0.9,2.395591349992901
s01,2026-05-28,syllable_top50,S9 Syllable Top 50,35,0.9,2.4653771299985237
s01,2026-05-28,syllable_top50,S9 Syllable Top 50,36,0.9,2.4381898700026796
s01,2026-05-28,syllable_top50,S9 Syllable Top 50,37,0.8,2.7399862000136634
s01,2026-05-28,syllable_top50,S9 Syllable Top 50,38,0.9,3.0316789800068364
s01,2026-05-28,syllable_top50,S9 Syllable Top 50,39,0.9,3.2291660500108263
s01,2026-05-28,syllable_top50,S9 Syllable Top 50,40,0.9,3.208865200006403
s01,2026-05-28,syllable_top50,S9 Syllable Top 50,41,0.9,3.301362019998487
s01,2026-05-28,syllable_top50,S9 Syllable Top 50,42,0.9,3.344646400003694
s01,2026-05-28,syllable_top50,S9 Syllable Top 50,43,0.9,3.714624220004771
s01,2026-05-28,syllable_top50,S9 Syllable Top 50,44,0.9,3.5371157800080253
s01,2026-05-28,syllable_top50,S9 Syllable Top 50,45,0.9,3.4617850300041026
s01,2026-05-28,syllable_top50,S9 Syllable Top 50,46,0.9,3.4620492000016383
s01,2026-05-28,syllable_top50,S9 Syllable Top 50,47,1.0,3.143416209996212
s01,2026-05-28,syllable_top50,S9 Syllable Top 50,48,1.0,2.7970001200097614
s01,2026-05-28,syllable_top50,S9 Syllable Top 50,49,1.0,2.737962740007788
s01,2026-05-28,syllable_top50,S9 Syllable Top 50,50,1.0,3.019328110013157
s01,2026-06-02,all_consonants,S4 All consonants,1,1.0,1.1164718000218272
s01,2026-06-02,all_consonants,S4 All consonants,2,1.0,1.298830599989742
s01,2026-06-02,all_consonants,S4 All consonants,3,0.6666666666666666,1.4894049666666735
s01,2026-06-02,all_consonants,S4 All consonants,4,0.75,1.553065849991981
s01,2026-06-02,all_consonants,S4 All consonants,5,0.8,1.4360975799616427
s01,2026-06-02,all_consonants,S4 All consonants,6,0.8333333333333334,1.4305548999691382
s01,2026-06-02,all_consonants,S4 All consonants,7,0.8571428571428571,1.3980807713898165
s01,2026-06-02,all_consonants,S4 All consonants,8,0.875,1.3401519249891862
s01,2026-06-02,all_consonants,S4 All consonants,9,0.8888888888888888,1.3050509999868356
s01,2026-06-02,all_consonants,S4 All consonants,10,0.9,1.2749111799756065
s01,2026-06-02,all_consonants,S4 All consonants,11,0.9,1.3650246799690648
s01,2026-06-02,all_consonants,S4 All consonants,12,0.9,1.288350459979847
s01,2026-06-02,all_consonants,S4 All consonants,13,1.0,1.1865641799755395
s01,2026-06-02,all_consonants,S4 All consonants,14,1.0,1.117916729976423
s01,2026-06-02,all_consonants,S4 All consonants,15,1.0,1.1157002199906856
s01,2026-06-02,all_consonants,S4 All consonants,16,0.9,1.0677568699931725
s01,2026-06-02,all_consonants,S4 All consonants,17,0.9,1.0859171099960805
s01,2026-06-02,all_consonants,S4 All consonants,18,0.9,1.0983093499671668
s01,2026-06-02,all_consonants,S4 All consonants,19,0.9,1.1778034499613568
